88 1508221467 10.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221468 10.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221469 10.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221470 10.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221471 10.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221487 14.800000 -1.000000 -101.000000 0.000000 0.000000
88 1508221488 14.800000 -1.000000 -101.000000 0.000000 0.000000
88 1508221489 14.800000 -1.000000 -101.000000 0.000000 0.000000
88 1508221490 14.800000 -1.000000 -101.000000 0.000000 0.000000
88 1508221491 14.800000 -1.000000 -101.000000 0.000000 0.000000
88 1508221507 21.600000 -1.000000 -101.000000 0.000000 0.000000
88 1508221508 21.600000 -1.000000 -101.000000 0.000000 0.000000
88 1508221509 21.600000 -1.000000 -101.000000 0.000000 0.000000
88 1508221510 21.600000 -1.000000 -101.000000 0.000000 0.000000
88 1508221511 21.600000 -1.000000 -101.000000 0.000000 0.000000
88 1508221527 2.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221528 2.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221529 2.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221530 2.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221531 2.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221552 33.000000 -1.000000 -101.000000 0.000000 0.000000
88 1508221553 33.000000 -1.000000 -101.000000 0.000000 0.000000
88 1508221554 33.000000 -1.000000 -101.000000 0.000000 0.000000
88 1508221555 33.000000 -1.000000 -101.000000 0.000000 0.000000
88 1508221556 33.000000 -1.000000 -101.000000 0.000000 0.000000
88 1508221572 8.200000 -1.000000 -101.000000 0.000000 0.000000
88 1508221573 8.200000 -1.000000 -101.000000 0.000000 0.000000
88 1508221574 8.200000 -1.000000 -101.000000 0.000000 0.000000
88 1508221575 8.200000 -1.000000 -101.000000 0.000000 0.000000
88 1508221576 8.200000 -1.000000 -101.000000 0.000000 0.000000
88 1508221592 4.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221593 4.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221594 4.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221595 4.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221596 4.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221612 21.000000 -1.000000 -101.000000 0.000000 0.000000
88 1508221613 21.000000 -1.000000 -101.000000 0.000000 0.000000
88 1508221614 21.000000 -1.000000 -101.000000 0.000000 0.000000
88 1508221615 21.000000 -1.000000 -101.000000 0.000000 0.000000
88 1508221616 21.000000 -1.000000 -101.000000 0.000000 0.000000
88 1508221632 37.200000 -1.000000 -101.000000 0.000000 0.000000
88 1508221633 37.200000 -1.000000 -101.000000 0.000000 0.000000
88 1508221634 37.200000 -1.000000 -101.000000 0.000000 0.000000
88 1508221635 37.200000 -1.000000 -101.000000 0.000000 0.000000
88 1508221636 37.200000 -1.000000 -101.000000 0.000000 0.000000
88 1508221657 11.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221658 11.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221659 11.400000 -1.000000 -101.000000 0.000000 0.000000
88 1508221660 11.400000 -1.000000 -101.000000 0.000000 0.000000
